,CIDADE,TEMPERATURA MÉDIA,ALT(M),LAT (º DEC.),LONG (ºdec),MÊS,ANO
1637,Cruz das Almas,25.1,219.7,12.7,39.1,11,2002
1638,Cruz das Almas,21.7,219.7,12.7,39.1,6,2011
1639,Cruz das Almas,27.0,219.7,12.7,39.1,1,2003
1640,Cruz das Almas,21.6,219.7,12.7,39.1,8,2013
1641,Cruz das Almas,25.0,219.7,12.7,39.1,3,2014
1642,Cruz das Almas,21.8,219.7,12.7,39.1,7,2001
1643,Cruz das Almas,26.7,219.7,12.7,39.1,3,2009
1644,Cruz das Almas,25.5,219.7,12.7,39.1,11,2009
1645,Cruz das Almas,24.1,219.7,12.7,39.1,4,2018
1646,Cruz das Almas,22.4,219.7,12.7,39.1,5,2006
1647,Cruz das Almas,22.2,219.7,12.7,39.1,5,2007
1648,Cruz das Almas,22.3,219.7,12.7,39.1,9,2001
1649,Cruz das Almas,22.4,219.7,12.7,39.1,6,2017
1650,Cruz das Almas,24.2,219.7,12.7,39.1,3,2018
1651,Cruz das Almas,23.0,219.7,12.7,39.1,9,2018
1652,Cruz das Almas,25.0,219.7,12.7,39.1,11,2016
1653,Cruz das Almas,26.2,219.7,12.7,39.1,1,2005
1654,Cruz das Almas,22.1,219.7,12.7,39.1,8,2003
1655,Cruz das Almas,24.8,219.7,12.7,39.1,4,2017
1656,Cruz das Almas,23.7,219.7,12.7,39.1,4,2007
1657,Cruz das Almas,21.4,219.7,12.7,39.1,7,2010
1658,Cruz das Almas,21.6,219.7,12.7,39.1,7,2019
1659,Cruz das Almas,26.3,219.7,12.7,39.1,2,2003
1660,Cruz das Almas,22.4,219.7,12.7,39.1,6,2015
1661,Cruz das Almas,22.2,219.7,12.7,39.1,6,2005
1662,Cruz das Almas,21.5,219.7,12.7,39.1,8,2006
1663,Cruz das Almas,21.9,219.7,12.7,39.1,7,2016
1664,Cruz das Almas,26.2,219.7,12.7,39.1,1,2013
1665,Cruz das Almas,24.8,219.7,12.7,39.1,11,2018
1666,Cruz das Almas,21.1,219.7,12.7,39.1,7,2004
1667,Cruz das Almas,26.3,219.7,12.7,39.1,3,2016
1668,Cruz das Almas,22.6,219.7,12.7,39.1,6,2009
1669,Cruz das Almas,21.8,219.7,12.7,39.1,9,1999
1670,Cruz das Almas,23.2,219.7,12.7,39.1,10,2017
1671,Cruz das Almas,23.0,219.7,12.7,39.1,5,2018
1672,Cruz das Almas,21.6,219.7,12.7,39.1,8,2011
1673,Cruz das Almas,22.1,219.7,12.7,39.1,6,2000
1674,Cruz das Almas,25.5,219.7,12.7,39.1,1,2015
1675,Cruz das Almas,26.8,219.7,12.7,39.1,1,2004
1676,Cruz das Almas,24.7,219.7,12.7,39.1,4,2006
1677,Cruz das Almas,25.6,219.7,12.7,39.1,2,1999
1678,Cruz das Almas,24.6,219.7,12.7,39.1,11,2005
1679,Cruz das Almas,25.7,219.7,12.7,39.1,12,2004
1680,Cruz das Almas,21.7,219.7,12.7,39.1,7,1999
1681,Cruz das Almas,24.1,219.7,12.7,39.1,11,2013
1682,Cruz das Almas,22.2,219.7,12.7,39.1,6,2014
1683,Cruz das Almas,26.0,219.7,12.7,39.1,2,2004
1684,Cruz das Almas,20.9,219.7,12.7,39.1,8,1999
1685,Cruz das Almas,23.3,219.7,12.7,39.1,5,2000
1686,Cruz das Almas,21.9,219.7,12.7,39.1,8,2019
1687,Cruz das Almas,23.1,219.7,12.7,39.1,9,2002
1688,Cruz das Almas,21.5,219.7,12.7,39.1,9,2007
1689,Cruz das Almas,25.9,219.7,12.7,39.1,2,2017
1690,Cruz das Almas,23.9,219.7,12.7,39.1,3,2007
1691,Cruz das Almas,24.5,219.7,12.7,39.1,4,1999
1692,Cruz das Almas,21.3,219.7,12.7,39.1,8,2001
1693,Cruz das Almas,21.1,219.7,12.7,39.1,6,2007
1694,Cruz das Almas,24.1,219.7,12.7,39.1,10,2002
1695,Cruz das Almas,22.2,219.7,12.7,39.1,9,2014
1696,Cruz das Almas,26.1,219.7,12.7,39.1,2,2001
1697,Cruz das Almas,23.8,219.7,12.7,39.1,10,2004
1698,Cruz das Almas,21.5,219.7,12.7,39.1,7,2012
1699,Cruz das Almas,22.8,219.7,12.7,39.1,9,2019
1700,Cruz das Almas,22.6,219.7,12.7,39.1,9,2003
1701,Cruz das Almas,19.9,219.7,12.7,39.1,7,2007
1702,Cruz das Almas,22.3,219.7,12.7,39.1,6,2002
1703,Cruz das Almas,25.1,219.7,12.7,39.1,3,2000
1704,Cruz das Almas,21.4,219.7,12.7,39.1,8,2014
1705,Cruz das Almas,25.1,219.7,12.7,39.1,11,2012
1706,Cruz das Almas,22.3,219.7,12.7,39.1,9,2005
1707,Cruz das Almas,24.5,219.7,12.7,39.1,4,2011
1708,Cruz das Almas,23.2,219.7,12.7,39.1,9,2015
1709,Cruz das Almas,24.9,219.7,12.7,39.1,4,2015
1710,Cruz das Almas,22.8,219.7,12.7,39.1,6,2019
1711,Cruz das Almas,21.9,219.7,12.7,39.1,6,2004
1712,Cruz das Almas,24.3,219.7,12.7,39.1,4,2005
1713,Cruz das Almas,24.8,219.7,12.7,39.1,4,2010
1714,Cruz das Almas,22.2,219.7,12.7,39.1,6,2010
1715,Cruz das Almas,25.3,219.7,12.7,39.1,3,2004
1716,Cruz das Almas,26.1,219.7,12.7,39.1,3,2003
1717,Cruz das Almas,25.7,219.7,12.7,39.1,1,2019
1718,Cruz das Almas,24.8,219.7,12.7,39.1,10,2009
1719,Cruz das Almas,21.6,219.7,12.7,39.1,7,2014
1720,Cruz das Almas,25.8,219.7,12.7,39.1,3,2017
1721,Cruz das Almas,22.1,219.7,12.7,39.1,7,2009
1722,Cruz das Almas,22.1,219.7,12.7,39.1,9,2010
1723,Cruz das Almas,26.4,219.7,12.7,39.1,3,2019
1724,Cruz das Almas,25.2,219.7,12.7,39.1,1,2011
1725,Cruz das Almas,24.8,219.7,12.7,39.1,12,1999
1726,Cruz das Almas,20.6,219.7,12.7,39.1,7,2006
1727,Cruz das Almas,22.8,219.7,12.7,39.1,6,2016
1728,Cruz das Almas,24.8,219.7,12.7,39.1,1,2001
1729,Cruz das Almas,22.2,219.7,12.7,39.1,6,2001
1730,Cruz das Almas,25.0,219.7,12.7,39.1,12,2011
1731,Cruz das Almas,24.6,219.7,12.7,39.1,2,2014
1732,Cruz das Almas,23.5,219.7,12.7,39.1,5,2013
1733,Cruz das Almas,25.8,219.7,12.7,39.1,1,2018
1734,Cruz das Almas,25.6,219.7,12.7,39.1,12,2017
1735,Cruz das Almas,25.5,219.7,12.7,39.1,3,2002
1736,Cruz das Almas,21.1,219.7,12.7,39.1,8,2017
1737,Cruz das Almas,23.6,219.7,12.7,39.1,5,2005
1738,Cruz das Almas,26.2,219.7,12.7,39.1,3,2005
1739,Cruz das Almas,23.3,219.7,12.7,39.1,10,2014
1740,Cruz das Almas,25.8,219.7,12.7,39.1,1,2017
1741,Cruz das Almas,24.9,219.7,12.7,39.1,12,2014
1742,Cruz das Almas,23.2,219.7,12.7,39.1,5,2017
1743,Cruz das Almas,21.2,219.7,12.7,39.1,6,2008
1744,Cruz das Almas,25.1,219.7,12.7,39.1,2,2007
1745,Cruz das Almas,25.5,219.7,12.7,39.1,3,2015
1746,Cruz das Almas,23.3,219.7,12.7,39.1,5,2015
1747,Cruz das Almas,21.3,219.7,12.7,39.1,8,2004
1748,Cruz das Almas,25.2,219.7,12.7,39.1,1,2000
1749,Cruz das Almas,25.1,219.7,12.7,39.1,2,2015
1750,Cruz das Almas,25.2,219.7,12.7,39.1,2,2012
1751,Cruz das Almas,21.2,219.7,12.7,39.1,7,2011
1752,Cruz das Almas,24.2,219.7,12.7,39.1,10,2015
1753,Cruz das Almas,26.2,219.7,12.7,39.1,1,2010
1754,Cruz das Almas,22.2,219.7,12.7,39.1,6,2018
1755,Cruz das Almas,23.3,219.7,12.7,39.1,10,2011
1756,Cruz das Almas,25.3,219.7,12.7,39.1,11,2019
1757,Cruz das Almas,24.7,219.7,12.7,39.1,2,2008
1758,Cruz das Almas,25.1,219.7,12.7,39.1,12,2018
1759,Cruz das Almas,22.3,219.7,12.7,39.1,6,2003
1760,Cruz das Almas,25.0,219.7,12.7,39.1,4,2014
1761,Cruz das Almas,25.4,219.7,12.7,39.1,2,2002
1762,Cruz das Almas,23.5,219.7,12.7,39.1,4,2008
1763,Cruz das Almas,22.5,219.7,12.7,39.1,6,1999
1764,Cruz das Almas,25.4,219.7,12.7,39.1,4,2009
1765,Cruz das Almas,26.4,219.7,12.7,39.1,3,2011
1766,Cruz das Almas,24.6,219.7,12.7,39.1,5,2019
1767,Cruz das Almas,22.8,219.7,12.7,39.1,5,2011
1768,Cruz das Almas,26.2,219.7,12.7,39.1,3,1999
1769,Cruz das Almas,27.3,219.7,12.7,39.1,2,2019
1770,Feira de Santana,26.5,229.5,12.2,39.0,12,2019
1771,Feira de Santana,22.9,229.5,12.2,39.0,6,2010
1772,Feira de Santana,22.7,229.5,12.2,39.0,9,2003
1773,Feira de Santana,21.6,229.5,12.2,39.0,8,2008
1774,Feira de Santana,23.8,229.5,12.2,39.0,10,2007
1775,Feira de Santana,22.6,229.5,12.2,39.0,6,2014
1776,Feira de Santana,26.6,229.5,12.2,39.0,11,2009
1777,Feira de Santana,23.9,229.5,12.2,39.0,10,2001
1778,Feira de Santana,23.7,229.5,12.2,39.0,5,2015
1779,Feira de Santana,25.6,229.5,12.2,39.0,4,2013
1780,Feira de Santana,20.9,229.5,12.2,39.0,7,2008
1781,Feira de Santana,21.5,229.5,12.2,39.0,7,2005
1782,Feira de Santana,24.8,229.5,12.2,39.0,12,1999
1783,Feira de Santana,25.6,229.5,12.2,39.0,11,2017
1784,Feira de Santana,25.0,229.5,12.2,39.0,11,2000
1785,Feira de Santana,25.6,229.5,12.2,39.0,4,2012
1786,Feira de Santana,22.0,229.5,12.2,39.0,7,2014
1787,Feira de Santana,25.9,229.5,12.2,39.0,4,2016
1788,Feira de Santana,23.1,229.5,12.2,39.0,6,2013
1789,Feira de Santana,23.1,229.5,12.2,39.0,5,2003
1790,Feira de Santana,26.0,229.5,12.2,39.0,2,2000
1791,Feira de Santana,24.1,229.5,12.2,39.0,10,2013
1792,Feira de Santana,24.8,229.5,12.2,39.0,4,2001
1793,Feira de Santana,24.0,229.5,12.2,39.0,5,2013
1794,Feira de Santana,26.3,229.5,12.2,39.0,2,2012
1795,Feira de Santana,23.0,229.5,12.2,39.0,9,2008
1796,Feira de Santana,26.7,229.5,12.2,39.0,1,2013
1797,Feira de Santana,26.5,229.5,12.2,39.0,12,2010
1798,Feira de Santana,24.8,229.5,12.2,39.0,4,2007
1799,Feira de Santana,25.5,229.5,12.2,39.0,11,2001
1800,Feira de Santana,25.4,229.5,12.2,39.0,12,2008
1801,Feira de Santana,23.8,229.5,12.2,39.0,5,2018
1802,Feira de Santana,26.7,229.5,12.2,39.0,3,2005
1803,Feira de Santana,22.9,229.5,12.2,39.0,9,2011
1804,Feira de Santana,21.7,229.5,12.2,39.0,8,2015
1805,Feira de Santana,22.2,229.5,12.2,39.0,7,2001
1806,Feira de Santana,21.9,229.5,12.2,39.0,7,2011
1807,Feira de Santana,25.3,229.5,12.2,39.0,4,1999
1808,Feira de Santana,26.5,229.5,12.2,39.0,2,2013
1809,Feira de Santana,26.9,229.5,12.2,39.0,3,1999
1810,Feira de Santana,23.3,229.5,12.2,39.0,6,2016
1811,Feira de Santana,26.1,229.5,12.2,39.0,12,2006
1812,Feira de Santana,26.4,229.5,12.2,39.0,3,2015
1813,Feira de Santana,27.3,229.5,12.2,39.0,3,2016
1814,Feira de Santana,23.4,229.5,12.2,39.0,5,2008
1815,Feira de Santana,26.0,229.5,12.2,39.0,11,2010
1816,Feira de Santana,25.6,229.5,12.2,39.0,10,2009
1817,Feira de Santana,21.9,229.5,12.2,39.0,7,2019
1818,Feira de Santana,25.9,229.5,12.2,39.0,10,2016
1819,Feira de Santana,22.7,229.5,12.2,39.0,6,2001
1820,Feira de Santana,23.8,229.5,12.2,39.0,9,2016
1821,Feira de Santana,24.9,229.5,12.2,39.0,3,2007
1822,Feira de Santana,26.5,229.5,12.2,39.0,12,2012
1823,Feira de Santana,21.5,229.5,12.2,39.0,7,2004
1824,Feira de Santana,23.3,229.5,12.2,39.0,5,2006
1825,Feira de Santana,27.2,229.5,12.2,39.0,12,2009
1826,Feira de Santana,24.8,229.5,12.2,39.0,10,2004
1827,Feira de Santana,22.3,229.5,12.2,39.0,7,2002
1828,Feira de Santana,26.1,229.5,12.2,39.0,3,2002
1829,Feira de Santana,22.2,229.5,12.2,39.0,8,2003
1830,Feira de Santana,22.5,229.5,12.2,39.0,6,2005
1831,Feira de Santana,27.4,229.5,12.2,39.0,2,2010
1832,Feira de Santana,26.0,229.5,12.2,39.0,2,2009
1833,Feira de Santana,26.0,229.5,12.2,39.0,12,2007
1834,Feira de Santana,22.4,229.5,12.2,39.0,8,2009
1835,Feira de Santana,26.7,229.5,12.2,39.0,2,2017
1836,Feira de Santana,21.5,229.5,12.2,39.0,7,2000
1837,Feira de Santana,25.2,229.5,12.2,39.0,5,2019
1838,Feira de Santana,24.4,229.5,12.2,39.0,5,2012
1839,Feira de Santana,22.1,229.5,12.2,39.0,7,2013
1840,Feira de Santana,25.2,229.5,12.2,39.0,10,2018
1841,Feira de Santana,26.0,229.5,12.2,39.0,4,2015
1842,Feira de Santana,27.0,229.5,12.2,39.0,3,2009
1843,Feira de Santana,24.5,229.5,12.2,39.0,10,2002
1844,Feira de Santana,24.5,229.5,12.2,39.0,10,2015
1845,Feira de Santana,23.0,229.5,12.2,39.0,9,2019
1846,Feira de Santana,25.8,229.5,12.2,39.0,1,2011
1847,Feira de Santana,26.9,229.5,12.2,39.0,3,2017
1848,Feira de Santana,23.3,229.5,12.2,39.0,5,2011
1849,Feira de Santana,26.8,229.5,12.2,39.0,12,2002
1850,Feira de Santana,22.5,229.5,12.2,39.0,6,2003
1851,Feira de Santana,24.8,229.5,12.2,39.0,1,2001
1852,Feira de Santana,27.1,229.5,12.2,39.0,1,2007
1853,Feira de Santana,26.8,229.5,12.2,39.0,1,2010
1854,Feira de Santana,22.7,229.5,12.2,39.0,6,2019
1855,Feira de Santana,25.7,229.5,12.2,39.0,3,2004
1856,Feira de Santana,26.4,229.5,12.2,39.0,2,2018
1857,Feira de Santana,21.5,229.5,12.2,39.0,8,2014
1858,Feira de Santana,26.2,229.5,12.2,39.0,1,2015
1859,Feira de Santana,21.2,229.5,12.2,39.0,7,2017
1860,Feira de Santana,26.9,229.5,12.2,39.0,3,2011
1861,Feira de Santana,22.2,229.5,12.2,39.0,9,1999
1862,Feira de Santana,26.4,229.5,12.2,39.0,2,2015
1863,Feira de Santana,26.7,229.5,12.2,39.0,1,2017
1864,Feira de Santana,22.6,229.5,12.2,39.0,9,2017
1865,Feira de Santana,28.1,229.5,12.2,39.0,2,2019
1866,Feira de Santana,24.2,229.5,12.2,39.0,10,2006
1867,Feira de Santana,21.9,229.5,12.2,39.0,8,2000
1868,Feira de Santana,25.4,229.5,12.2,39.0,4,2017
1869,Feira de Santana,25.2,229.5,12.2,39.0,4,2004
1870,Feira de Santana,23.1,229.5,12.2,39.0,9,2014
1871,Feira de Santana,26.0,229.5,12.2,39.0,3,2014
1872,Feira de Santana,23.5,229.5,12.2,39.0,9,2015
1873,Feira de Santana,25.4,229.5,12.2,39.0,11,2018
1874,Feira de Santana,25.6,229.5,12.2,39.0,3,2000
1875,Feira de Santana,25.7,229.5,12.2,39.0,2,2014
1876,Feira de Santana,23.1,229.5,12.2,39.0,10,1999
1877,Feira de Santana,26.8,229.5,12.2,39.0,11,2015
1878,Feira de Santana,22.8,229.5,12.2,39.0,9,2004
1879,Feira de Santana,24.0,229.5,12.2,39.0,11,2011
1880,Feira de Santana,22.0,229.5,12.2,39.0,6,2008
1881,Feira de Santana,26.2,229.5,12.2,39.0,12,2013
1882,Feira de Santana,23.5,229.5,12.2,39.0,9,2005
1883,Feira de Santana,26.6,229.5,12.2,39.0,12,2017
1884,Feira de Santana,25.0,229.5,12.2,39.0,1,2002
1885,Feira de Santana,23.3,229.5,12.2,39.0,9,2012
1886,Feira de Santana,25.2,229.5,12.2,39.0,11,2014
1887,Feira de Santana,22.4,229.5,12.2,39.0,8,2017
1888,Feira de Santana,23.8,229.5,12.2,39.0,10,2014
1889,Feira de Santana,24.8,229.5,12.2,39.0,9,2018
1890,Feira de Santana,26.5,229.5,12.2,39.0,2,2008
1891,Feira de Santana,26.8,229.5,12.2,39.0,3,2019
1892,Feira de Santana,25.3,229.5,12.2,39.0,4,2002
1893,Feira de Santana,21.5,229.5,12.2,39.0,7,2003
1894,Feira de Santana,25.6,229.5,12.2,39.0,12,2005
1895,Feira de Santana,26.6,229.5,12.2,39.0,1,2019
1896,Feira de Santana,26.5,229.5,12.2,39.0,3,2012
1897,Feira de Santana,24.3,229.5,12.2,39.0,5,2014
1898,Feira de Santana,26.1,229.5,12.2,39.0,1,2006
1899,Feira de Santana,26.4,229.5,12.2,39.0,12,2004
1900,Feira de Santana,23.1,229.5,12.2,39.0,6,2009
1901,Feira de Santana,26.1,229.5,12.2,39.0,11,2012
1902,Feira de Santana,26.6,229.5,12.2,39.0,2,2016
1903,Feira de Santana,27.0,229.5,12.2,39.0,1,2005
1904,Feira de Santana,25.9,229.5,12.2,39.0,11,2008
1905,Feira de Santana,21.8,229.5,12.2,39.0,8,2005
1906,Feira de Santana,26.0,229.5,12.2,39.0,4,2018
1907,Feira de Santana,25.2,229.5,12.2,39.0,4,2011
1908,Feira de Santana,21.0,229.5,12.2,39.0,8,1999
1909,Feira de Santana,21.9,229.5,12.2,39.0,6,2007
1910,Feira de Santana,22.0,229.5,12.2,39.0,7,1999
1911,Feira de Santana,23.5,229.5,12.2,39.0,5,2000
1912,Feira de Santana,24.6,229.5,12.2,39.0,10,2019
1913,Feira de Santana,21.9,229.5,12.2,39.0,8,2019
1914,Feira de Santana,22.1,229.5,12.2,39.0,7,2015
1915,Feira de Santana,24.7,229.5,12.2,39.0,11,2003
1916,Feira de Santana,25.2,229.5,12.2,39.0,10,2010
1917,Feira de Santana,27.7,229.5,12.2,39.0,2,2006
1918,Feira de Santana,21.2,229.5,12.2,39.0,7,2006
1919,Feira de Santana,26.2,229.5,12.2,39.0,11,2019
1920,Feira de Santana,26.6,229.5,12.2,39.0,2,1999
1921,Feira de Santana,24.8,229.5,12.2,39.0,11,2006
1922,Feira de Santana,22.4,229.5,12.2,39.0,9,2010
1923,Feira de Santana,22.1,229.5,12.2,39.0,8,2002
1924,Feira de Santana,24.1,229.5,12.2,39.0,5,2005
1925,Feira de Santana,23.4,229.5,12.2,39.0,5,2007
1926,Feira de Santana,24.8,229.5,12.2,39.0,5,2010
1927,Feira de Santana,24.4,229.5,12.2,39.0,10,2008
1928,Feira de Santana,23.1,229.5,12.2,39.0,9,2013
1929,Feira de Santana,21.6,229.5,12.2,39.0,8,2004
1930,Feira de Santana,22.8,229.5,12.2,39.0,6,2015
1931,Feira de Santana,23.0,229.5,12.2,39.0,6,2017
1932,Feira de Santana,25.3,229.5,12.2,39.0,12,2011
1933,Feira de Santana,21.5,229.5,12.2,39.0,7,2007
1934,Feira de Santana,22.8,229.5,12.2,39.0,9,2006
1935,Feira de Santana,25.4,229.5,12.2,39.0,4,2010
1936,Feira de Santana,21.9,229.5,12.2,39.0,7,2018
1937,Feira de Santana,22.3,229.5,12.2,39.0,6,2018
1938,Feira de Santana,24.3,229.5,12.2,39.0,10,2012
1939,Feira de Santana,26.6,229.5,12.2,39.0,2,2011
1940,Feira de Santana,26.2,229.5,12.2,39.0,1,2009
1941,Feira de Santana,24.7,229.5,12.2,39.0,1,2003
1942,Feira de Santana,25.4,229.5,12.2,39.0,3,2003
1943,Feira de Santana,22.0,229.5,12.2,39.0,9,2007
1944,Feira de Santana,26.4,229.5,12.2,39.0,3,2018
1945,Feira de Santana,26.3,229.5,12.2,39.0,12,2003
1946,Feira de Santana,21.8,229.5,12.2,39.0,8,2006
1947,Guaratinga,25.5,197.9,16.6,39.8,12,2019
1948,Guaratinga,25.7,197.9,16.6,39.8,2,2011
1949,Guaratinga,24.4,197.9,16.6,39.8,5,2016
1950,Guaratinga,21.9,197.9,16.6,39.8,6,2005
1951,Guaratinga,24.6,197.9,16.6,39.8,11,2010
1952,Guaratinga,25.1,197.9,16.6,39.8,12,2006
1953,Guaratinga,24.2,197.9,16.6,39.8,11,2016
1954,Guaratinga,25.9,197.9,16.6,39.8,2,2008
1955,Guaratinga,21.7,197.9,16.6,39.8,6,2002
1956,Guaratinga,23.4,197.9,16.6,39.8,5,2014
1957,Guaratinga,25.2,197.9,16.6,39.8,12,2013
1958,Guaratinga,23.9,197.9,16.6,39.8,10,2000
1959,Guaratinga,20.7,197.9,16.6,39.8,7,2004
1960,Guaratinga,20.6,197.9,16.6,39.8,8,1999
1961,Guaratinga,21.4,197.9,16.6,39.8,7,2002
1962,Guaratinga,20.2,197.9,16.6,39.8,8,2011
1963,Guaratinga,23.3,197.9,16.6,39.8,5,2004
1964,Guaratinga,24.2,197.9,16.6,39.8,9,2015
1965,Guaratinga,25.2,197.9,16.6,39.8,1,2014
1966,Guaratinga,25.4,197.9,16.6,39.8,3,2002
1967,Guaratinga,23.1,197.9,16.6,39.8,9,2019
1968,Guaratinga,21.6,197.9,16.6,39.8,9,2007
1969,Guaratinga,23.5,197.9,16.6,39.8,5,2005
1970,Guaratinga,23.8,197.9,16.6,39.8,4,2012
1971,Guaratinga,27.1,197.9,16.6,39.8,3,2016
1972,Guaratinga,21.8,197.9,16.6,39.8,6,2000
1973,Guaratinga,25.9,197.9,16.6,39.8,1,2013
1974,Guaratinga,25.3,197.9,16.6,39.8,2,2004
1975,Guaratinga,24.8,197.9,16.6,39.8,4,1999
1976,Guaratinga,26.1,197.9,16.6,39.8,12,2002
1977,Guaratinga,23.3,197.9,16.6,39.8,5,2002
1978,Guaratinga,24.5,197.9,16.6,39.8,11,2002
1979,Guaratinga,26.5,197.9,16.6,39.8,3,2009
1980,Guaratinga,26.6,197.9,16.6,39.8,11,2015
1981,Guaratinga,24.2,197.9,16.6,39.8,4,2004
1982,Guaratinga,24.4,197.9,16.6,39.8,3,2004
1983,Guaratinga,21.0,197.9,16.6,39.8,8,2007
1984,Guaratinga,20.6,197.9,16.6,39.8,7,2012
1985,Guaratinga,21.6,197.9,16.6,39.8,7,2010
1986,Guaratinga,24.5,197.9,16.6,39.8,11,2018
1987,Guaratinga,21.3,197.9,16.6,39.8,7,1999
1988,Guaratinga,26.6,197.9,16.6,39.8,2,2010
1989,Guaratinga,25.3,197.9,16.6,39.8,4,2003
1990,Guaratinga,23.1,197.9,16.6,39.8,10,2007
1991,Guaratinga,24.6,197.9,16.6,39.8,10,2018
1992,Guaratinga,21.4,197.9,16.6,39.8,7,2001
1993,Guaratinga,24.5,197.9,16.6,39.8,4,2013
1994,Guaratinga,23.2,197.9,16.6,39.8,10,2014
1995,Guaratinga,25.1,197.9,16.6,39.8,2,2014
1996,Guaratinga,22.0,197.9,16.6,39.8,6,2018
1997,Guaratinga,23.9,197.9,16.6,39.8,11,2014
1998,Guaratinga,26.0,197.9,16.6,39.8,3,2006
1999,Guaratinga,25.5,197.9,16.6,39.8,1,2001
2000,Guaratinga,25.1,197.9,16.6,39.8,3,2014
2001,Guaratinga,22.9,197.9,16.6,39.8,5,2000
2002,Guaratinga,21.4,197.9,16.6,39.8,7,2014
2003,Guaratinga,22.1,197.9,16.6,39.8,6,2014
2004,Guaratinga,22.1,197.9,16.6,39.8,9,2001
2005,Guaratinga,26.4,197.9,16.6,39.8,12,2009
2006,Guaratinga,23.3,197.9,16.6,39.8,10,2003
2007,Guaratinga,22.5,197.9,16.6,39.8,6,1999
2008,Guaratinga,24.3,197.9,16.6,39.8,10,2005
2009,Guaratinga,21.4,197.9,16.6,39.8,7,2007
2010,Guaratinga,22.5,197.9,16.6,39.8,10,2001
2011,Guaratinga,21.9,197.9,16.6,39.8,8,2009
2012,Guaratinga,24.9,197.9,16.6,39.8,12,2008
2013,Guaratinga,26.0,197.9,16.6,39.8,3,2005
2014,Guaratinga,23.0,197.9,16.6,39.8,6,2019
2015,Guaratinga,25.1,197.9,16.6,39.8,12,2001
2016,Guaratinga,21.6,197.9,16.6,39.8,6,2004
2017,Guaratinga,24.3,197.9,16.6,39.8,11,2012
2018,Guaratinga,25.2,197.9,16.6,39.8,12,2018
2019,Guaratinga,27.5,197.9,16.6,39.8,12,2015
2020,Guaratinga,25.4,197.9,16.6,39.8,3,2001
2021,Guaratinga,22.7,197.9,16.6,39.8,5,2011
2022,Guaratinga,22.9,197.9,16.6,39.8,5,2009
2023,Guaratinga,22.1,197.9,16.6,39.8,7,2009
2024,Guaratinga,23.1,197.9,16.6,39.8,5,2015
2025,Guaratinga,21.3,197.9,16.6,39.8,8,2015
2026,Guaratinga,25.4,197.9,16.6,39.8,12,2011
2027,Guaratinga,25.0,197.9,16.6,39.8,3,2012
2028,Guaratinga,23.8,197.9,16.6,39.8,5,2008
2029,Guaratinga,24.2,197.9,16.6,39.8,10,2019
2030,Guaratinga,23.0,197.9,16.6,39.8,9,2005
2031,Guaratinga,26.0,197.9,16.6,39.8,1,2018
2032,Guaratinga,22.6,197.9,16.6,39.8,8,2018
2033,Guaratinga,26.6,197.9,16.6,39.8,2,2006
2034,Guaratinga,24.6,197.9,16.6,39.8,11,2000
2035,Guaratinga,24.3,197.9,16.6,39.8,11,2003
2036,Guaratinga,24.3,197.9,16.6,39.8,11,2008
2037,Guaratinga,28.2,197.9,16.6,39.8,2,2019
2038,Guaratinga,20.8,197.9,16.6,39.8,8,2010
2039,Guaratinga,24.1,197.9,16.6,39.8,10,2016
2040,Guaratinga,22.3,197.9,16.6,39.8,9,2013
2041,Guaratinga,24.7,197.9,16.6,39.8,1,2008
2042,Guaratinga,21.8,197.9,16.6,39.8,9,2012
2043,Guaratinga,27.0,197.9,16.6,39.8,3,2019
2044,Guaratinga,22.8,197.9,16.6,39.8,9,2008
2045,Guaratinga,23.7,197.9,16.6,39.8,10,2004
2046,Guaratinga,23.7,197.9,16.6,39.8,5,2001
2047,Guaratinga,25.5,197.9,16.6,39.8,3,1999
2048,Guaratinga,25.4,197.9,16.6,39.8,1,2011
2049,Guaratinga,21.6,197.9,16.6,39.8,8,2003
2050,Guaratinga,22.3,197.9,16.6,39.8,9,2004
2051,Guaratinga,24.5,197.9,16.6,39.8,11,2007
2052,Guaratinga,25.8,197.9,16.6,39.8,3,2011
2053,Guaratinga,26.6,197.9,16.6,39.8,3,2013
2054,Guaratinga,25.9,197.9,16.6,39.8,2,2003
2055,Guaratinga,25.6,197.9,16.6,39.8,12,2004
2056,Guaratinga,25.9,197.9,16.6,39.8,2,2013
2057,Guaratinga,22.3,197.9,16.6,39.8,9,2002
2058,Guaratinga,22.7,197.9,16.6,39.8,6,2013
2059,Guaratinga,24.4,197.9,16.6,39.8,4,2001
2060,Guaratinga,19.8,197.9,16.6,39.8,7,2011
2061,Guaratinga,24.7,197.9,16.6,39.8,12,1999
2062,Guaratinga,26.2,197.9,16.6,39.8,3,2003
2063,Guaratinga,26.0,197.9,16.6,39.8,2,1999
2064,Guaratinga,25.3,197.9,16.6,39.8,4,2015
2065,Guaratinga,25.7,197.9,16.6,39.8,2,2005
2066,Guaratinga,26.2,197.9,16.6,39.8,3,2010
2067,Guaratinga,25.7,197.9,16.6,39.8,1,2009
2068,Guaratinga,26.7,197.9,16.6,39.8,1,2010
2069,Guaratinga,23.1,197.9,16.6,39.8,9,2016
2070,Guaratinga,25.5,197.9,16.6,39.8,11,2009
2071,Guaratinga,25.0,197.9,16.6,39.8,12,2005
