CIDADE,TEMPERATURA MÉDIA,ALT(M),LAT (º DEC.),LONG (ºdec),MÊS,ANO,,,,,
CAITITÉ,"22,1","876,3","14,1","42,5",9,2019,,,,,
CAITITÉ,"22,2","876,3","14,1","42,5",10,2019,,,,,
CAITITÉ,"22,0","876,3","14,1","42,5",11,2019,,,,,
CAITITÉ,"22,0","876,3","14,1","42,5",12,2019,,,,,
CARAVELAS,"27,0","6,1","17,7","39,3",1,1999,,,,,
CARAVELAS,"26,9","6,1","17,7","39,3",2,1999,,,,,
CARAVELAS,"26,2","6,1","17,7","39,3",3,1999,,,,,
CARAVELAS,"26,0","6,1","17,7","39,3",4,1999,,,,,
CARAVELAS,"23,8","6,1","17,7","39,3",5,1999,,,,,
CARAVELAS,"23,0","6,1","17,7","39,3",6,1999,,,,,
CARAVELAS,"22,8","6,1","17,7","39,3",7,1999,,,,,
CARAVELAS,"21,6","6,1","17,7","39,3",8,1999,,,,,
CARAVELAS,"22,9","6,1","17,7","39,3",9,1999,,,,,
CARAVELAS,"23,1","6,1","17,7","39,3",10,1999,,,,,
CARAVELAS,"24,4","6,1","17,7","39,3",11,1999,,,,,
CARAVELAS,"25,7","6,1","17,7","39,3",12,1999,,,,,
CARAVELAS,"26,1","6,1","17,7","39,3",1,2000,,,,,
CARAVELAS,"24,7","6,1","17,7","39,3",2,2000,,,,,
CARAVELAS,"26,1","6,1","17,7","39,3",3,2000,,,,,
CARAVELAS,"25,5","6,1","17,7","39,3",4,2000,,,,,
CARAVELAS,"23,9","6,1","17,7","39,3",5,2000,,,,,
CARAVELAS,"22,4","6,1","17,7","39,3",6,2000,,,,,
CARAVELAS,"21,9","6,1","17,7","39,3",7,2000,,,,,
CARAVELAS,"22,0","6,1","17,7","39,3",8,2000,,,,,
CARAVELAS,"23,3","6,1","17,7","39,3",9,2000,,,,,
CARAVELAS,"24,9","6,1","17,7","39,3",10,2000,,,,,
CARAVELAS,"25,5","6,1","17,7","39,3",11,2000,,,,,
CARAVELAS,"25,9","6,1","17,7","39,3",12,2000,,,,,
CARAVELAS,"26,2","6,1","17,7","39,3",1,2001,,,,,
CARAVELAS,"26,8","6,1","17,7","39,3",2,2001,,,,,
CARAVELAS,"26,4","6,1","17,7","39,3",3,2001,,,,,
CARAVELAS,"25,7","6,1","17,7","39,3",4,2001,,,,,
CARAVELAS,"24,8","6,1","17,7","39,3",5,2001,,,,,
CARAVELAS,"23,1","6,1","17,7","39,3",6,2001,,,,,
CARAVELAS,"22,3","6,1","17,7","39,3",7,2001,,,,,
CARAVELAS,"22,8","6,1","17,7","39,3",8,2001,,,,,
CARAVELAS,"22,9","6,1","17,7","39,3",9,2001,,,,,
CARAVELAS,"23,7","6,1","17,7","39,3",10,2001,,,,,
CARAVELAS,"25,5","6,1","17,7","39,3",11,2001,,,,,
CARAVELAS,"26,0","6,1","17,7","39,3",12,2001,,,,,
CARAVELAS,"25,8","6,1","17,7","39,3",1,2002,,,,,
CARAVELAS,"26,2","6,1","17,7","39,3",2,2002,,,,,
CARAVELAS,"26,6","6,1","17,7","39,3",3,2002,,,,,
CARAVELAS,"25,8","6,1","17,7","39,3",4,2002,,,,,
CARAVELAS,"24,9","6,1","17,7","39,3",5,2002,,,,,
CARAVELAS,"23,7","6,1","17,7","39,3",6,2002,,,,,
CARAVELAS,"23,0","6,1","17,7","39,3",7,2002,,,,,
CARAVELAS,"23,5","6,1","17,7","39,3",8,2002,,,,,
CARAVELAS,"23,9","6,1","17,7","39,3",9,2002,,,,,
CARAVELAS,"24,9","6,1","17,7","39,3",10,2002,,,,,
CARAVELAS,"25,5","6,1","17,7","39,3",11,2002,,,,,
CARAVELAS,"26,7","6,1","17,7","39,3",12,2002,,,,,
CARAVELAS,"27,1","6,1","17,7","39,3",1,2003,,,,,
CARAVELAS,"27,1","6,1","17,7","39,3",2,2003,,,,,
CARAVELAS,"27,1","6,1","17,7","39,3",3,2003,,,,,
CARAVELAS,"26,4","6,1","17,7","39,3",4,2003,,,,,
CARAVELAS,"24,8","6,1","17,7","39,3",5,2003,,,,,
CARAVELAS,"22,9","6,1","17,7","39,3",6,2003,,,,,
CARAVELAS,"22,6","6,1","17,7","39,3",7,2003,,,,,
CARAVELAS,"22,8","6,1","17,7","39,3",8,2003,,,,,
CARAVELAS,"23,6","6,1","17,7","39,3",9,2003,,,,,
CARAVELAS,"24,5","6,1","17,7","39,3",10,2003,,,,,
CARAVELAS,"25,9","6,1","17,7","39,3",11,2003,,,,,
CARAVELAS,"26,9","6,1","17,7","39,3",12,2003,,,,,
CARAVELAS,"26,4","6,1","17,7","39,3",1,2004,,,,,
CARAVELAS,"26,7","6,1","17,7","39,3",2,2004,,,,,
CARAVELAS,"25,9","6,1","17,7","39,3",3,2004,,,,,
CARAVELAS,"25,7","6,1","17,7","39,3",4,2004,,,,,
CARAVELAS,"25,1","6,1","17,7","39,3",5,2004,,,,,
CARAVELAS,"23,0","6,1","17,7","39,3",6,2004,,,,,
CARAVELAS,"22,1","6,1","17,7","39,3",7,2004,,,,,
CARAVELAS,"22,2","6,1","17,7","39,3",8,2004,,,,,
CARAVELAS,"23,4","6,1","17,7","39,3",9,2004,,,,,
CARAVELAS,"24,7","6,1","17,7","39,3",10,2004,,,,,
CARAVELAS,"25,5","6,1","17,7","39,3",11,2004,,,,,
CARAVELAS,"26,2","6,1","17,7","39,3",12,2004,,,,,
CARAVELAS,"26,8","6,1","17,7","39,3",1,2005,,,,,
CARAVELAS,"26,5","6,1","17,7","39,3",2,2005,,,,,
CARAVELAS,"26,9","6,1","17,7","39,3",3,2005,,,,,
CARAVELAS,"26,1","6,1","17,7","39,3",4,2005,,,,,
CARAVELAS,"24,8","6,1","17,7","39,3",5,2005,,,,,
CARAVELAS,"23,6","6,1","17,7","39,3",6,2005,,,,,
CARAVELAS,"22,2","6,1","17,7","39,3",7,2005,,,,,
CARAVELAS,"22,9","6,1","17,7","39,3",8,2005,,,,,
CARAVELAS,"23,7","6,1","17,7","39,3",9,2005,,,,,
CARAVELAS,"25,0","6,1","17,7","39,3",10,2005,,,,,
CARAVELAS,"24,7","6,1","17,7","39,3",11,2005,,,,,
CARAVELAS,"25,5","6,1","17,7","39,3",12,2005,,,,,
CARAVELAS,"26,4","6,1","17,7","39,3",1,2006,,,,,
CARAVELAS,"27,0","6,1","17,7","39,3",2,2006,,,,,
CARAVELAS,"26,7","6,1","17,7","39,3",3,2006,,,,,
CARAVELAS,"25,8","6,1","17,7","39,3",4,2006,,,,,
CARAVELAS,"23,6","6,1","17,7","39,3",5,2006,,,,,
CARAVELAS,"22,7","6,1","17,7","39,3",6,2006,,,,,
CARAVELAS,"21,6","6,1","17,7","39,3",7,2006,,,,,
CARAVELAS,"23,0","6,1","17,7","39,3",8,2006,,,,,
CARAVELAS,"23,3","6,1","17,7","39,3",9,2006,,,,,
CARAVELAS,"24,5","6,1","17,7","39,3",10,2006,,,,,
CARAVELAS,"25,3","6,1","17,7","39,3",11,2006,,,,,
CARAVELAS,"26,2","6,1","17,7","39,3",12,2006,,,,,
CARAVELAS,"27,1","6,1","17,7","39,3",1,2007,,,,,
CARAVELAS,"26,5","6,1","17,7","39,3",2,2007,,,,,
CARAVELAS,"26,9","6,1","17,7","39,3",3,2007,,,,,
CARAVELAS,"25,9","6,1","17,7","39,3",4,2007,,,,,
CARAVELAS,"24,0","6,1","17,7","39,3",5,2007,,,,,
CARAVELAS,"22,6","6,1","17,7","39,3",6,2007,,,,,
CARAVELAS,"22,5","6,1","17,7","39,3",7,2007,,,,,
CARAVELAS,"22,6","6,1","17,7","39,3",8,2007,,,,,
CARAVELAS,"22,9","6,1","17,7","39,3",9,2007,,,,,
CARAVELAS,"24,2","6,1","17,7","39,3",10,2007,,,,,
CARAVELAS,"25,4","6,1","17,7","39,3",11,2007,,,,,
CARAVELAS,"25,7","6,1","17,7","39,3",12,2007,,,,,
CARAVELAS,"25,6","6,1","17,7","39,3",1,2008,,,,,
CARAVELAS,"26,2","6,1","17,7","39,3",2,2008,,,,,
CARAVELAS,"26,5","6,1","17,7","39,3",3,2008,,,,,
CARAVELAS,"26,3","6,1","17,7","39,3",4,2008,,,,,
CARAVELAS,"23,6","6,1","17,7","39,3",5,2008,,,,,
CARAVELAS,"22,7","6,1","17,7","39,3",6,2008,,,,,
CARAVELAS,"21,4","6,1","17,7","39,3",7,2008,,,,,
CARAVELAS,"22,2","6,1","17,7","39,3",8,2008,,,,,
CARAVELAS,"23,0","6,1","17,7","39,3",9,2008,,,,,
CARAVELAS,"24,8","6,1","17,7","39,3",10,2008,,,,,
CARAVELAS,"24,6","6,1","17,7","39,3",11,2008,,,,,
CARAVELAS,"25,3","6,1","17,7","39,3",12,2008,,,,,
CARAVELAS,"26,2","6,1","17,7","39,3",1,2009,,,,,
CARAVELAS,"26,7","6,1","17,7","39,3",2,2009,,,,,
CARAVELAS,"26,8","6,1","17,7","39,3",3,2009,,,,,
CARAVELAS,"26,2","6,1","17,7","39,3",4,2009,,,,,
CARAVELAS,"24,4","6,1","17,7","39,3",5,2009,,,,,
CARAVELAS,"23,0","6,1","17,7","39,3",6,2009,,,,,
CARAVELAS,"22,9","6,1","17,7","39,3",7,2009,,,,,
CARAVELAS,"23,2","6,1","17,7","39,3",8,2009,,,,,
CARAVELAS,"24,6","6,1","17,7","39,3",9,2009,,,,,
CARAVELAS,"25,0","6,1","17,7","39,3",10,2009,,,,,
CARAVELAS,"25,9","6,1","17,7","39,3",11,2009,,,,,
CARAVELAS,"26,9","6,1","17,7","39,3",12,2009,,,,,
CARAVELAS,"27,6","6,1","17,7","39,3",1,2010,,,,,
CARAVELAS,"27,8","6,1","17,7","39,3",2,2010,,,,,
CARAVELAS,"27,2","6,1","17,7","39,3",3,2010,,,,,
CARAVELAS,"25,7","6,1","17,7","39,3",4,2010,,,,,
CARAVELAS,"24,5","6,1","17,7","39,3",5,2010,,,,,
CARAVELAS,"22,6","6,1","17,7","39,3",6,2010,,,,,
CARAVELAS,"23,0","6,1","17,7","39,3",7,2010,,,,,
CARAVELAS,"21,9","6,1","17,7","39,3",8,2010,,,,,
CARAVELAS,"23,3","6,1","17,7","39,3",9,2010,,,,,
CARAVELAS,"24,5","6,1","17,7","39,3",10,2010,,,,,
CARAVELAS,"25,1","6,1","17,7","39,3",11,2010,,,,,
CARAVELAS,"26,3","6,1","17,7","39,3",12,2010,,,,,
CARAVELAS,"26,6","6,1","17,7","39,3",1,2011,,,,,
CARAVELAS,"26,8","6,1","17,7","39,3",2,2011,,,,,
CARAVELAS,"26,4","6,1","17,7","39,3",3,2011,,,,,
CARAVELAS,"25,9","6,1","17,7","39,3",4,2011,,,,,
CARAVELAS,"23,7","6,1","17,7","39,3",5,2011,,,,,
CARAVELAS,"22,7","6,1","17,7","39,3",6,2011,,,,,
CARAVELAS,"22,2","6,1","17,7","39,3",7,2011,,,,,
CARAVELAS,"22,8","6,1","17,7","39,3",8,2011,,,,,
CARAVELAS,"22,8","6,1","17,7","39,3",9,2011,,,,,
CARAVELAS,"24,6","6,1","17,7","39,3",10,2011,,,,,
CARAVELAS,"23,8","6,1","17,7","39,3",11,2011,,,,,
CARAVELAS,"25,6","6,1","17,7","39,3",12,2011,,,,,
CARAVELAS,"26,1","6,1","17,7","39,3",1,2012,,,,,
CARAVELAS,"26,2","6,1","17,7","39,3",2,2012,,,,,
CARAVELAS,"26,2","6,1","17,7","39,3",3,2012,,,,,
CARAVELAS,"25,8","6,1","17,7","39,3",4,2012,,,,,
CARAVELAS,"23,5","6,1","17,7","39,3",5,2012,,,,,
CARAVELAS,"23,5","6,1","17,7","39,3",6,2012,,,,,
CARAVELAS,"22,7","6,1","17,7","39,3",7,2012,,,,,
CARAVELAS,"23,0","6,1","17,7","39,3",8,2012,,,,,
CARAVELAS,"23,5","6,1","17,7","39,3",9,2012,,,,,
CARAVELAS,"24,3","6,1","17,7","39,3",10,2012,,,,,
CARAVELAS,"25,2","6,1","17,7","39,3",11,2012,,,,,
CARAVELAS,"26,5","6,1","17,7","39,3",12,2012,,,,,
CARAVELAS,"26,6","6,1","17,7","39,3",1,2013,,,,,
CARAVELAS,"26,7","6,1","17,7","39,3",2,2013,,,,,
CARAVELAS,"27,0","6,1","17,7","39,3",3,2013,,,,,
CARAVELAS,"25,4","6,1","17,7","39,3",4,2013,,,,,
CARAVELAS,"24,2","6,1","17,7","39,3",5,2013,,,,,
CARAVELAS,"23,6","6,1","17,7","39,3",6,2013,,,,,
CARAVELAS,"23,0","6,1","17,7","39,3",7,2013,,,,,
CARAVELAS,"22,9","6,1","17,7","39,3",8,2013,,,,,
CARAVELAS,"23,7","6,1","17,7","39,3",9,2013,,,,,
CARAVELAS,"24,2","6,1","17,7","39,3",10,2013,,,,,
CARAVELAS,"25,1","6,1","17,7","39,3",11,2013,,,,,
CARAVELAS,"25,7","6,1","17,7","39,3",12,2013,,,,,
CARAVELAS,"26,3","6,1","17,7","39,3",1,2014,,,,,
CARAVELAS,"26,5","6,1","17,7","39,3",2,2014,,,,,
CARAVELAS,"26,2","6,1","17,7","39,3",3,2014,,,,,
CARAVELAS,"25,6","6,1","17,7","39,3",4,2014,,,,,
CARAVELAS,"24,2","6,1","17,7","39,3",5,2014,,,,,
CARAVELAS,"23,2","6,1","17,7","39,3",6,2014,,,,,
CARAVELAS,"22,7","6,1","17,7","39,3",7,2014,,,,,
CARAVELAS,"22,4","6,1","17,7","39,3",8,2014,,,,,
CARAVELAS,"23,6","6,1","17,7","39,3",9,2014,,,,,
CARAVELAS,"24,0","6,1","17,7","39,3",10,2014,,,,,
CARAVELAS,"25,1","6,1","17,7","39,3",11,2014,,,,,
CARAVELAS,"25,8","6,1","17,7","39,3",12,2014,,,,,
CARAVELAS,"26,6","6,1","17,7","39,3",1,2015,,,,,
CARAVELAS,"27,3","6,1","17,7","39,3",2,2015,,,,,
CARAVELAS,"26,7","6,1","17,7","39,3",3,2015,,,,,
CARAVELAS,"26,0","6,1","17,7","39,3",4,2015,,,,,
CARAVELAS,"24,6","6,1","17,7","39,3",5,2015,,,,,
CARAVELAS,"23,8","6,1","17,7","39,3",6,2015,,,,,
CARAVELAS,"23,0","6,1","17,7","39,3",7,2015,,,,,
CARAVELAS,"22,8","6,1","17,7","39,3",8,2015,,,,,
CARAVELAS,"24,9","6,1","17,7","39,3",9,2015,,,,,
CARAVELAS,"25,8","6,1","17,7","39,3",10,2015,,,,,
CARAVELAS,"26,8","6,1","17,7","39,3",11,2015,,,,,
CARAVELAS,"27,4","6,1","17,7","39,3",12,2015,,,,,
CARAVELAS,"26,9","6,1","17,7","39,3",1,2016,,,,,
CARAVELAS,"27,6","6,1","17,7","39,3",2,2016,,,,,
CARAVELAS,"27,7","6,1","17,7","39,3",3,2016,,,,,
CARAVELAS,"26,8","6,1","17,7","39,3",4,2016,,,,,
CARAVELAS,"24,7","6,1","17,7","39,3",5,2016,,,,,
CARAVELAS,"23,2","6,1","17,7","39,3",6,2016,,,,,
CARAVELAS,"23,0","6,1","17,7","39,3",7,2016,,,,,
CARAVELAS,"22,9","6,1","17,7","39,3",8,2016,,,,,
CARAVELAS,"23,8","6,1","17,7","39,3",9,2016,,,,,
CARAVELAS,"24,9","6,1","17,7","39,3",10,2016,,,,,
CARAVELAS,"25,1","6,1","17,7","39,3",11,2016,,,,,
CARAVELAS,"26,3","6,1","17,7","39,3",12,2016,,,,,
CARAVELAS,"26,6","6,1","17,7","39,3",1,2017,,,,,
CARAVELAS,"27,7","6,1","17,7","39,3",2,2017,,,,,
CARAVELAS,"27,3","6,1","17,7","39,3",3,2017,,,,,
CARAVELAS,"25,4","6,1","17,7","39,3",4,2017,,,,,
CARAVELAS,"23,8","6,1","17,7","39,3",5,2017,,,,,
CARAVELAS,"23,3","6,1","17,7","39,3",6,2017,,,,,
CARAVELAS,"21,8","6,1","17,7","39,3",7,2017,,,,,
CARAVELAS,"21,2","6,1","17,7","39,3",8,2017,,,,,
CARAVELAS,"22,6","6,1","17,7","39,3",9,2017,,,,,
CARAVELAS,"24,5","6,1","17,7","39,3",10,2017,,,,,
CARAVELAS,"24,9","6,1","17,7","39,3",11,2017,,,,,
CARAVELAS,"25,5","6,1","17,7","39,3",12,2017,,,,,
CARAVELAS,"26,5","6,1","17,7","39,3",1,2018,,,,,
CARAVELAS,"27,9","6,1","17,7","39,3",2,2018,,,,,
CARAVELAS,"27,2","6,1","17,7","39,3",3,2018,,,,,
CARAVELAS,"25,1","6,1","17,7","39,3",4,2018,,,,,
CARAVELAS,"23,9","6,1","17,7","39,3",5,2018,,,,,
CARAVELAS,"23,0","6,1","17,7","39,3",6,2018,,,,,
CARAVELAS,"22,1","6,1","17,7","39,3",7,2018,,,,,
CARAVELAS,"22,9","6,1","17,7","39,3",8,2018,,,,,
CARAVELAS,"24,1","6,1","17,7","39,3",9,2018,,,,,
CARAVELAS,"25,1","6,1","17,7","39,3",10,2018,,,,,
CARAVELAS,"25,6","6,1","17,7","39,3",11,2018,,,,,
CARAVELAS,"25,8","6,1","17,7","39,3",12,2018,,,,,
CARAVELAS,"26,9","6,1","17,7","39,3",1,2019,,,,,
CARAVELAS,"27,9","6,1","17,7","39,3",2,2019,,,,,
CARAVELAS,"27,2","6,1","17,7","39,3",3,2019,,,,,
CARAVELAS,"26,6","6,1","17,7","39,3",4,2019,,,,,
CARAVELAS,"25,3","6,1","17,7","39,3",5,2019,,,,,
CARAVELAS,"23,6","6,1","17,7","39,3",6,2019,,,,,
CARAVELAS,"22,0","6,1","17,7","39,3",7,2019,,,,,
CARAVELAS,"21,8","6,1","17,7","39,3",8,2019,,,,,
CARAVELAS,"22,9","6,1","17,7","39,3",9,2019,,,,,
CARAVELAS,"24,2","6,1","17,7","39,3",10,2019,,,,,
CARAVELAS,"25,7","6,1","17,7","39,3",11,2019,,,,,
CARAVELAS,"26,5","6,1","17,7","39,3",12,2019,,,,,
CARIRANHA,"26,3","455,3","14,3","43,8",1,1999,,,,,
CARIRANHA,"27,0","455,3","14,3","43,8",2,1999,,,,,
CARIRANHA,"25,2","455,3","14,3","43,8",3,1999,,,,,
CARIRANHA,"26,1","455,3","14,3","43,8",4,1999,,,,,
CARIRANHA,"24,5","455,3","14,3","43,8",5,1999,,,,,
CARIRANHA,"23,7","455,3","14,3","43,8",6,1999,,,,,
CARIRANHA,"23,0","455,3","14,3","43,8",7,1999,,,,,
CARIRANHA,"23,8","455,3","14,3","43,8",8,1999,,,,,
CARIRANHA,"25,5","455,3","14,3","43,8",9,1999,,,,,
CARIRANHA,"26,4","455,3","14,3","43,8",10,1999,,,,,
CARIRANHA,"24,8","455,3","14,3","43,8",11,1999,,,,,
CARIRANHA,"24,6","455,3","14,3","43,8",12,1999,,,,,
CARIRANHA,"25,1","455,3","14,3","43,8",1,2000,,,,,
CARIRANHA,"25,8","455,3","14,3","43,8",2,2000,,,,,
CARIRANHA,"25,4","455,3","14,3","43,8",3,2000,,,,,
CARIRANHA,"26,0","455,3","14,3","43,8",4,2000,,,,,
CARIRANHA,"24,5","455,3","14,3","43,8",5,2000,,,,,
CARIRANHA,"23,2","455,3","14,3","43,8",6,2000,,,,,
CARIRANHA,"23,5","455,3","14,3","43,8",7,2000,,,,,
CARIRANHA,"24,7","455,3","14,3","43,8",8,2000,,,,,
CARIRANHA,"26,0","455,3","14,3","43,8",9,2000,,,,,
CARIRANHA,"27,9","455,3","14,3","43,8",10,2000,,,,,
CARIRANHA,"25,5","455,3","14,3","43,8",11,2000,,,,,
CARIRANHA,"24,5","455,3","14,3","43,8",12,2000,,,,,
CARIRANHA,"25,2","455,3","14,3","43,8",1,2001,,,,,
CARIRANHA,"27,2","455,3","14,3","43,8",2,2001,,,,,
CARIRANHA,"25,7","455,3","14,3","43,8",3,2001,,,,,
CARIRANHA,"26,2","455,3","14,3","43,8",4,2001,,,,,
CARIRANHA,"25,8","455,3","14,3","43,8",5,2001,,,,,
CARIRANHA,"23,9","455,3","14,3","43,8",6,2001,,,,,
CARIRANHA,"23,9","455,3","14,3","43,8",7,2001,,,,,
CARIRANHA,"24,4","455,3","14,3","43,8",8,2001,,,,,
CARIRANHA,"26,8","455,3","14,3","43,8",9,2001,,,,,
CARIRANHA,"26,8","455,3","14,3","43,8",10,2001,,,,,
CARIRANHA,"26,2","455,3","14,3","43,8",11,2001,,,,,
CARIRANHA,"25,7","455,3","14,3","43,8",12,2001,,,,,
CARIRANHA,"25,1","455,3","14,3","43,8",1,2002,,,,,
CARIRANHA,"25,2","455,3","14,3","43,8",2,2002,,,,,
CARIRANHA,"26,6","455,3","14,3","43,8",3,2002,,,,,
CARIRANHA,"26,7","455,3","14,3","43,8",4,2002,,,,,
CARIRANHA,"25,2","455,3","14,3","43,8",5,2002,,,,,
CARIRANHA,"23,6","455,3","14,3","43,8",6,2002,,,,,
CARIRANHA,"24,1","455,3","14,3","43,8",7,2002,,,,,
CARIRANHA,"25,0","455,3","14,3","43,8",8,2002,,,,,
CARIRANHA,"26,3","455,3","14,3","43,8",9,2002,,,,,
CARIRANHA,"28,5","455,3","14,3","43,8",10,2002,,,,,
CARIRANHA,"27,2","455,3","14,3","43,8",11,2002,,,,,
CARIRANHA,"26,5","455,3","14,3","43,8",12,2002,,,,,
CARIRANHA,"25,7","455,3","14,3","43,8",1,2003,,,,,
CARIRANHA,"26,5","455,3","14,3","43,8",2,2003,,,,,
CARIRANHA,"26,3","455,3","14,3","43,8",3,2003,,,,,
CARIRANHA,"26,5","455,3","14,3","43,8",4,2003,,,,,
CARIRANHA,"25,4","455,3","14,3","43,8",5,2003,,,,,
CARIRANHA,"23,4","455,3","14,3","43,8",6,2003,,,,,
CARIRANHA,"23,1","455,3","14,3","43,8",7,2003,,,,,
CARIRANHA,"24,8","455,3","14,3","43,8",8,2003,,,,,
CARIRANHA,"26,6","455,3","14,3","43,8",9,2003,,,,,
CARIRANHA,"27,8","455,3","14,3","43,8",10,2003,,,,,
CARIRANHA,"27,7","455,3","14,3","43,8",11,2003,,,,,
CARIRANHA,"27,7","455,3","14,3","43,8",12,2003,,,,,
CARIRANHA,"25,3","455,3","14,3","43,8",1,2004,,,,,
CARIRANHA,"24,9","455,3","14,3","43,8",2,2004,,,,,
CARIRANHA,"24,5","455,3","14,3","43,8",3,2004,,,,,
CARIRANHA,"24,8","455,3","14,3","43,8",4,2004,,,,,
CARIRANHA,"24,7","455,3","14,3","43,8",5,2004,,,,,
CARIRANHA,"22,8","455,3","14,3","43,8",6,2004,,,,,
CARIRANHA,"22,5","455,3","14,3","43,8",7,2004,,,,,
CARIRANHA,"24,3","455,3","14,3","43,8",8,2004,,,,,
CARIRANHA,"25,8","455,3","14,3","43,8",9,2004,,,,,
CARIRANHA,"27,9","455,3","14,3","43,8",10,2004,,,,,
CARIRANHA,"27,5","455,3","14,3","43,8",11,2004,,,,,
CARIRANHA,"26,3","455,3","14,3","43,8",12,2004,,,,,
CARIRANHA,"26,0","455,3","14,3","43,8",1,2005,,,,,
CARIRANHA,"25,8","455,3","14,3","43,8",2,2005,,,,,
CARIRANHA,"25,8","455,3","14,3","43,8",3,2005,,,,,
CARIRANHA,"26,3","455,3","14,3","43,8",4,2005,,,,,
CARIRANHA,"24,6","455,3","14,3","43,8",5,2005,,,,,
CARIRANHA,"23,5","455,3","14,3","43,8",6,2005,,,,,
CARIRANHA,"23,1","455,3","14,3","43,8",7,2005,,,,,
CARIRANHA,"24,8","455,3","14,3","43,8",8,2005,,,,,
CARIRANHA,"27,0","455,3","14,3","43,8",9,2005,,,,,
CARIRANHA,"28,9","455,3","14,3","43,8",10,2005,,,,,
CARIRANHA,"26,6","455,3","14,3","43,8",11,2005,,,,,
CARIRANHA,"25,2","455,3","14,3","43,8",12,2005,,,,,
CARIRANHA,"26,6","455,3","14,3","43,8",1,2006,,,,,
CARIRANHA,"27,7","455,3","14,3","43,8",2,2006,,,,,
CARIRANHA,"26,0","455,3","14,3","43,8",3,2006,,,,,
CARIRANHA,"24,6","455,3","14,3","43,8",4,2006,,,,,
CARIRANHA,"23,3","455,3","14,3","43,8",5,2006,,,,,
CARIRANHA,"22,1","455,3","14,3","43,8",6,2006,,,,,
CARIRANHA,"22,4","455,3","14,3","43,8",7,2006,,,,,
CARIRANHA,"24,7","455,3","14,3","43,8",8,2006,,,,,
CARIRANHA,"26,3","455,3","14,3","43,8",9,2006,,,,,
CARIRANHA,"26,7","455,3","14,3","43,8",10,2006,,,,,
CARIRANHA,"25,1","455,3","14,3","43,8",11,2006,,,,,
CARIRANHA,"26,0","455,3","14,3","43,8",12,2006,,,,,
CARIRANHA,"27,7","455,3","14,3","43,8",1,2007,,,,,
CARIRANHA,"25,1","455,3","14,3","43,8",2,2007,,,,,
CARIRANHA,"26,1","455,3","14,3","43,8",3,2007,,,,,
CARIRANHA,"26,4","455,3","14,3","43,8",4,2007,,,,,
CARIRANHA,"25,3","455,3","14,3","43,8",5,2007,,,,,
CARIRANHA,"23,3","455,3","14,3","43,8",6,2007,,,,,
CARIRANHA,"23,3","455,3","14,3","43,8",7,2007,,,,,
CARIRANHA,"23,8","455,3","14,3","43,8",8,2007,,,,,
CARIRANHA,"25,9","455,3","14,3","43,8",9,2007,,,,,
CARIRANHA,"28,4","455,3","14,3","43,8",10,2007,,,,,
CARIRANHA,"28,4","455,3","14,3","43,8",11,2007,,,,,
CARIRANHA,"25,5","455,3","14,3","43,8",12,2007,,,,,
CARIRANHA,"26,0","455,3","14,3","43,8",1,2008,,,,,
CARIRANHA,"25,7","455,3","14,3","43,8",2,2008,,,,,
CARIRANHA,"25,3","455,3","14,3","43,8",3,2008,,,,,
CARIRANHA,"25,8","455,3","14,3","43,8",4,2008,,,,,
CARIRANHA,"24,9","455,3","14,3","43,8",5,2008,,,,,
CARIRANHA,"23,2","455,3","14,3","43,8",6,2008,,,,,
CARIRANHA,"22,2","455,3","14,3","43,8",7,2008,,,,,
CARIRANHA,"24,5","455,3","14,3","43,8",8,2008,,,,,
CARIRANHA,"26,6","455,3","14,3","43,8",9,2008,,,,,
CARIRANHA,"29,2","455,3","14,3","43,8",10,2008,,,,,
CARIRANHA,"26,4","455,3","14,3","43,8",11,2008,,,,,
CARIRANHA,"24,9","455,3","14,3","43,8",12,2008,,,,,
CARIRANHA,"25,6","455,3","14,3","43,8",1,2009,,,,,
CARIRANHA,"26,6","455,3","14,3","43,8",2,2009,,,,,
CARIRANHA,"27,1","455,3","14,3","43,8",3,2009,,,,,
CARIRANHA,"24,8","455,3","14,3","43,8",4,2009,,,,,
CARIRANHA,"23,3","455,3","14,3","43,8",5,2009,,,,,
CARIRANHA,"23,3","455,3","14,3","43,8",6,2009,,,,,
CARIRANHA,"23,6","455,3","14,3","43,8",7,2009,,,,,
CARIRANHA,"25,1","455,3","14,3","43,8",8,2009,,,,,
CARIRANHA,"27,8","455,3","14,3","43,8",9,2009,,,,,
CARIRANHA,"27,0","455,3","14,3","43,8",10,2009,,,,,
CARIRANHA,"26,5","455,3","14,3","43,8",11,2009,,,,,
CARIRANHA,"25,4","455,3","14,3","43,8",12,2009,,,,,
CARIRANHA,"26,3","455,3","14,3","43,8",1,2010,,,,,
CARIRANHA,"26,6","455,3","14,3","43,8",2,2010,,,,,
CARIRANHA,"25,5","455,3","14,3","43,8",3,2010,,,,,
CARIRANHA,"25,3","455,3","14,3","43,8",4,2010,,,,,
CARIRANHA,"25,6","455,3","14,3","43,8",5,2010,,,,,
CARIRANHA,"23,1","455,3","14,3","43,8",6,2010,,,,,
CARIRANHA,"23,7","455,3","14,3","43,8",7,2010,,,,,
CARIRANHA,"23,6","455,3","14,3","43,8",8,2010,,,,,
CARIRANHA,"25,9","455,3","14,3","43,8",9,2010,,,,,
CARIRANHA,"25,5","455,3","14,3","43,8",10,2010,,,,,
